tip_label,species,action
Pimpinella_alpina_1533290_PHA006713_BGN_HHH,Pimpinella_alpina,direct match
Picris_hieracioides_hieracioides_1385650_PHA006704_RSZ_RSZAXPI001151-41,Picris_hieracioides,direct match
Phyteuma_spicatum_239469_TROM_V_127166_CDM_BCT,Phyteuma_spicatum,direct match
Phyteuma_sieberi_1399317_PHA006676_BGN_QD,Phyteuma_sieberi,direct match
Phyteuma_scheuchzeri_scheuchzeri_1399315_PHA006672_BGN_IQK,Phyteuma_scheuchzeri,direct match
Phyteuma_ovatum_1241227_PHA006665_BGN_IT,Phyteuma_ovatum,direct match
Phyteuma_orbiculare_239468_PHA006660_RSZ_RSZAXPI000868-111,Phyteuma_orbiculare,direct match
Phyteuma_hemisphaericum_649684_PHA006653_BGN_KM,Phyteuma_hemisphaericum,direct match
Phyteuma_hedraianthifolium_1399308_PHA006651_BGN_QB,Phyteuma_hedraianthifolium,direct match
Phyteuma_globulariifolium_pedemontanum_1399307_PHA006650_BGN_KL,Phyteuma_globulariifolium,direct match
Phyteuma_confusum_1399304_PHA006641_BGN_NL,Phyteuma_confusum,direct match
Phyteuma_betonicifolium_649683_PHA006637_BGN_PV,Phyteuma_betonicifolium,direct match
Physoplexis_comosa_239466_PHA006631_BGN_LA,Physoplexis_comosa,direct match
Phleum_pratense_15957_PHA006617_BGN_AID,Phleum_pratense,direct match
Phleum_hirsutum_1395549_PHA006611_BGN_BNQ,Phleum_hirsutum,direct match
Phleum_alpinum_669775_TROM_V_146630_BMB_GB,Phleum_commutatum,direct match
Peucedanum_ostruthium_52477_PHA006573_BGN_BNN,Peucedanum_ostruthium,direct match
Peucedanum_oreoselinum_203708_PHA006570_BGN_GMB,Peucedanum_oreoselinum,direct match
Peucedanum_austriacum_austriacum_203897_PHA006560_BGN_BNM,Peucedanum_austriacum,direct match
Petrocallis_pyrenaica_664874_PHA006548_BGN_FHG,Petrocallis_pyrenaica,direct match
Petasites_paradoxus_1395548_PHA006543_BGN_BNK,Petasites_paradoxus,direct match
Petasites_hybridus_278673_PHA006539_BGN_BNI,Petasites_hybridus,direct match
Petasites_albus_904458_PHA006536_BGN_AFH,Petasites_albus,direct match
Peltaria_alliacea_358670_PHA006532_BGN_CPB,Peltaria_alliacea,direct match
Pedicularis_verticillata_65042_PHA006531_RSZ_RSZAXPI001150-40,Pedicularis_verticillata,direct match
Pedicularis_tuberosa_326853_PHA006528_BGN_DQF,Pedicularis_tuberosa,direct match
Pedicularis_rostratospicata_rostratospicata_1533276_PHA006523_BGN_IVB,Pedicularis_rostratospicata,direct match
Pedicularis_rostratocapitata_882676_PHA006519_BGN_AIB,Pedicularis_rostratocapitata,direct match
Pedicularis_rosea_allionii_1392807_PHA006514_BGN_DRP,Pedicularis_rosea,direct match
Pedicularis_recutita_223137_PHA006512_BGN_IGG,Pedicularis_recutita,direct match
Pedicularis_portenschlagii_1533275_PHA006510_BGN_CPA,Pedicularis_portenschlagii,direct match
Pedicularis_kerneri_326829_PHA006502_BGN_GHF,Pedicularis_kerneri,direct match
Pedicularis_gyroflexa_1384027_PHA006495_BGN_AEF,Pedicularis_gyroflexa,direct match
Pedicularis_foliosa_46033_PHA006491_BGN_GHE,Pedicularis_foliosa,direct match
Pedicularis_elongata_1392146_PHA006490_BGN_HGP,Pedicularis_elongata,direct match
Pedicularis_aspleniifolia_1392134_PHA006483_BGN_HGM,Pedicularis_aspleniifolia,direct match
Pedicularis_ascendens_1000423_PHA006481_BGN_BNE,Pedicularis_ascendens,direct match
Parnassia_palustris_38862_TROM_V_962240_BMB_NN,Parnassia_palustris,direct match
Paradisea_liliastrum_51471_PHA006432_BGN_DQE,Paradisea_liliastrum,direct match
Paederota_lutea_165314_PHA006374_BGN_FLB,Paederota_lutea,direct match
Paederota_bonarota_195118_PHA006370_BGN_HGE,Paederota_bonarota,direct match
Oxytropis_lapponica_1533246_PHA006364_BGN_DHP,Oxytropis_lapponica,direct match
Oxytropis_jacquinii_1000422_PHA006360_BGN_GHC,Oxytropis_montana agg.,direct match
Oxytropis_halleri_halleri_553836_PHA006355_BGN_IQD,Oxytropis_halleri,direct match
Oxytropis_campestris_campestris_278724_PHA006346_BGN_BNB,Oxytropis_campestris,direct match
Oxyria_digyna_284366_PHA006340_BGN_DTK,Oxyria_digyna,direct match
Oxalis_acetosella_341461_PHA006328_RSZ_RSZAXPI001073-27,Oxalis_acetosella,direct match
Ostrya_carpinifolia_176865_PHA006320_BGN_DGA,Ostrya_carpinifolia,direct match
Orthilia_secunda_93819_PHA006313_RSZ_RSZAXPI000816-86,Orthilia_secunda,direct match
Ornithogalum_pyrenaicum_pyrenaicum_535972_PHA006253_BGN_BHC,Ornithogalum_pyrenaicum,direct match
Origanum_vulgare_39352_TROM_V_133478_BXA_AHB,Origanum_vulgare,direct match
Oreochloa_disticha_375855_PHA006228_BGN_HFP,Oreochloa_disticha,direct match
Orchis_ustulata_59351_PHA006226_BGN_DKQ,Neotinea_ustulata,direct match
Orchis_mascula_mascula_59338_PHA006201_RSZ_RSZAXPI000798-25,Orchis_mascula,direct match
Ophrys_insectifera_145946_PHA006180_BGN_BMV,Ophrys_insectifera,direct match
Ononis_spinosa_58890_TROM_V_37481_CDM_ALQ,Ononis_spinosa,direct match
Onobrychis_montana_transsilvanica_1527283_CAR006115_BGN_MDQ,Onobrychis_montana,direct match
Omphalodes_verna_203754_PHA006102_BGN_BDB,Omphalodes_verna,direct match
Omalotheca_sylvatica_1754164_TROM_V_92713_BXA_AHA,Gnaphalium_sylvaticum,direct match
Omalotheca_norvegica_595332_TROM_V_148330_BXA_AGS,Gnaphalium_norvegicum,direct match
Noccaea_caerulescens_107243_TROM_V_964097_BXA_BHM,Noccaea_caerulescens,direct match
Nigritella_rhellicani_1126420_PHA006028_BGN_DPB,Nigritella_rhellicani,direct match
Nigritella_lithopolitanica_1533092_PHA006026_BGN_CNR,Nigritella_lithopolitanica,direct match
Neottia_ovata_29712_TROM_V_966134_CDM_AQX,Listera_ovata,direct match
Neottia_nidus-avis_48534_PHA005992_RSZ_RSZAXPI001137-96,Neottia_nidus-avis,direct match
Nardus_stricta_29687_PHA005977_BGN_B,Nardus_stricta,direct match
Myrrhis_odorata_40880_PHA005958_BGN_DQD,Myrrhis_odorata,direct match
Myosotis_decumbens_subsp_decumbens_192348_PHA-S1512_BGN_QDI,Myosotis_decumbens,direct match
Myosotis_alpestris_192337_PHA-S1546_BGN_QDG,Myosotis_alpestris,direct match
Mycelis_muralis_75960_PHA005908_BGN_DRL,Lactuca_muralis,direct match
Montia_fontana_313220_TROM_V_134530_BMB_HL,Montia_fontana,direct match
Monotropa_hypopitys_176248_PHA009996_BGN_LFG,Hypopitys_hypophegea,direct match
Moneses_uniflora_93817_TROM_V_94028_BXA_CCA,Moneses_uniflora,direct match
Molopospermum_peloponnesiacum_107254_PHA005874_BGN_DVR,Molopospermum_peloponnesiacum,direct match
Molinia_caerulea_38689_PHA005872_BGN_BML,Molinia_caerulea,direct match
Moehringia_trinervia_trinervia_169227_PHA005860_BGN_CGI,Moehringia_trinervia,direct match
Moehringia_muscosa_325507_PHA005854_BGN_HHK,Moehringia_muscosa,direct match
Moehringia_concarenae_410633_PHA005843_BGN_ETB,Moehringia_concarenae,direct match
Moehringia_ciliata_410632_PHA005842_BGN_BMI,Moehringia_ciliata,direct match
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Minuartia_sedoides_1435664_PHA005826_BGN_DTI,Minuartia_sedoides,direct match
Minuartia_rupestris_rupestris_325503_PHA005824_BGN_DHL,Minuartia_rupestris,direct match
Minuartia_recurva_685559_PHA005813_BGN_FBP,Minuartia_recurva,direct match
Minuartia_grignensis_1384026_PHA005800_BGN_ESP,Minuartia_grignensis,direct match
Minuartia_cherlerioides_cherlerioides_1479353_PHA005794_BGN_ESM,Minuartia_cherlerioides,direct match
Minuartia_biflora_345293_TROM_V_351208_CDM_AMR,Minuartia_biflora,direct match
Minuartia_austriaca_1479350_PHA005787_BGN_ESL,Minuartia_austriaca,direct match
Milium_effusum_376129_TROM_V_964113_BMB_FR,Milium_effusum,direct match
Meum_athamanticum_82093_PHA005757_BGN_AFI,Meum_athamanticum,direct match
Mercurialis_perennis_3985_PHA005751_BGN_BCV,Mercurialis_perennis,direct match
Mentha_longifolia_38859_PHA005736_BGN_BMG,Mentha_longifolia,direct match
Melittis_melissophyllum_457147_PHA005726_BGN_EE,Melittis_melissophyllum,direct match
Melica_nutans_860324_PHA005704_BGN_ED,Melica_nutans,direct match
Melampyrum_sylvaticum_86092_TROM_V_96653_BMB_K,Melampyrum_sylvaticum,direct match
Melampyrum_pratense_52725_PHA005684_BGN_ESB,Melampyrum_pratense,direct match
Medicago_lupulina_47085_PHA005654_BGN_EC,Medicago_lupulina,direct match
Medicago_falcata_3878_PHA005651_BGN_CIS,Medicago_falcata,direct match
Malaxis_monophyllos_426910_PHA005608_RSZ_RSZAXPI000861-102,Malaxis_monophyllos,direct match
Maianthemum_bifolium_191662_PHA005606_BGN_PYX,Maianthemum_bifolium,direct match
Lysimachia_nummularia_175113_PHA005579_BGN_NA,Lysimachia_nummularia,direct match
Lysimachia_nemorum_110756_PHA005576_BGN_RQ,Lysimachia_nemorum,direct match
Luzula_sylvatica_59018_PHA005560_BGN_ERH,Luzula_sylvatica,direct match
Luzula_spicata_spicata_223703_PHA005556_BGN_FBM,Luzula_spicata,direct match
Luzula_pilosa_223700_TROM_V_962165_BMB_GV,Luzula_pilosa,direct match
Luzula_nivalis_630109_TROM_V_56647_BXA_CBA,Luzula_nivea,direct match
Luzula_luzuloides_luzuloides_318444_PHA005533_BGN_BMA,Luzula_luzuloides,direct match
Luzula_luzulina_223695_PHA005531_BGN_GIQ,Luzula_luzulina,direct match
Luzula_lutea_630107_PHA005529_BGN_AKB,Luzula_lutea,direct match
Luzula_glabrata_223692_PHA005526_BGN_ERE,Luzula_glabrata,direct match
Luzula_campestris_218141_TROM_V_66732_CDM_AJO,Luzula_campestris,direct match
Luzula_alpinopilosa_alpinopilosa_630085_PHA005518_BGN_AKA,Luzula_alpinopilosa,direct match
Lunaria_rediviva_283746_PHA005507_BGN_GGS,Lunaria_rediviva,direct match
Lotus_cornicukatus_var_sativus_2835574_TROM_V_962278_CDM_AYU,Lotus_corniculatus,direct match
Lonicera_xylosteum_439142_PHA005479_BGN_VQ,Lonicera_xylosteum,direct match
Lonicera_nigra_486680_PHA005472_BGN_BLT,Lonicera_nigra,direct match
Lonicera_caerulea_134520_TROM_V_161372_BXA_AIB,Lonicera_caerulea,direct match
Lonicera_alpigena_486660_PHA005458_BGN_BLS,Lonicera_alpigena,direct match
Loiseleuria_procumbens_45912_PHA005438_RSZ_RSZAXPI001346-52,Loiseleuria_procumbens,direct match
Lloydia_serotina_59080_PHA005432_BGN_DTF,Lloydia_serotina,direct match
Listera_cordata_669720_PHA005418_RSZ_RSZAXPI000874-100,Listera_cordata,direct match
Linum_julicum_1533174_PHA005399_BGN_ITN,Linum_alpinum,direct match
Linum_catharticum_524254_TROM_V_964824_CDM_ALS,Linum_catharticum,direct match
Linnaea_borealis_77623_TROM_V_162298_BMB_ED,Linnaea_borealis,direct match
Linaria_vulgaris_43171_PHA005366_BGN_BGA,Linaria_vulgaris,direct match
Linaria_angustissima_1315780_PHA005351_BGN_FAL,Linaria_angustissima,direct match
Linaria_alpina_alpina_299780_PHA005347_BGN_DTE,Linaria_alpina,direct match
Lilium_martagon_82322_PHA005334_BGN_ACL,Lilium_martagon,direct match
Lilium_carniolicum_394524_PHA005329_BGN_EQG,Lilium_carniolicum,direct match
Lilium_bulbiferum_croceum_1384025_PHA005327_BGN_GPP,Lilium_bulbiferum,direct match
Ligusticum_mutellinoides_1395547_PHA005317_BGN_AED,Pachypleurum_mutellinoides,direct match
Leucanthemum_heterophyllum_1155839_PHA005265_BGN_EQC,Leucanthemum_heterophyllum,direct match
Leucanthemum_atratum_atratum_1155825_PHA005252_BGN_CNN,Leucanthemum_atratum,direct match
Leucanthemum_adustum_margaritae_1155824_CAR005250_BGN_NBQ,Leucanthemum_adustum,direct match
Leucanthemopsis_minima_1533170_PHA005247_BGN_HCB,Leucanthemopsis_alpina,direct match
Leontopodium_alpinum_49078_PHA005222_BGN_BLN,Leontopodium_alpinum,direct match
Leontodon_montanus_montanus_379116_PHA005218_BGN_BLM,Scorzoneroides_montana,direct match
Leontodon_montanus_montaniformis_379628_PHA005215_BGN_EPR,Scorzoneroides_montaniformis,direct match
Leontodon_incanus_tenuiflorus_1035558_PHA005214_BGN_FGV,Leontodon_incanus,direct match
Leontodon_hispidus_58660_TROM_V_163583_CDM_AAS,Leontodon_hispidus,direct match
Leontodon_helveticus_212688_PHA005204_BGN_AIT,Scorzoneroides_helvetica,direct match
Lathyrus_vernus_313120_TROM_V_89334_BXA_AIC,Lathyrus_vernus,direct match
Lathyrus_pratensis_254779_TROM_V_97055_BMB_FG,Lathyrus_pratensis,direct match
Lathyrus_ochraceus_occidentalis_1533166_PHA005134_BGN_BLK,Lathyrus_laevigatus,direct match
Lathyrus_linifolius_313096_PHA005130_BGN_BLI,Lathyrus_linifolius,direct match
Laserpitium_siler_40869_PHA005110_RSZ_RSZAXPI001149-37,Laserpitium_siler,direct match
Laserpitium_peucedanoides_571634_PHA005103_BGN_EPI,Laserpitium_peucedanoides,direct match
Laserpitium_nitidum_571633_PHA005100_BGN_EPH,Laserpitium_nitidum,direct match
Laserpitium_latifolium_48039_PHA005098_BGN_ACK,Laserpitium_latifolium,direct match
Laserpitium_halleri_571627_PHA005096_BGN_AIS,Laserpitium_halleri,direct match
Laserpitium_gaudinii_571629_PHA005094_BGN_IPS,Laserpitium_krapfii,direct match
Lapsana_communis_268080_TROM_V_963323_CDM_AAW,Lapsana_communis,direct match
Lappula_deflexa_543572_PHA-S1516_BGN_QDD,Hackelia_deflexa,direct match
Lamium_orvala_1080059_PHA005069_BGN_EPG,Lamium_orvala,direct match
Lamium_maculatum_53163_PHA005066_BGN_BAD,Lamium_maculatum,direct match
Minuartia_verna_verna_325504_PHA005830_BGN_BMH,Minuartia_verna,direct match
,,
Laburnum_alpinum_3852_TROM_V_96583_BXA_AIF,Laburnum_alpinum,direct match
Koeleria_pyramidata_49772_PHA005024_BGN_PYS,Koeleria_pyramidata,direct match
Koeleria_hirsuta_1533163_PHA005019_BGN_EPA,Koeleria_hirsuta,direct match
Kobresia_simpliciuscula_46331_PHA005013_BGN_ENT,Kobresia_simpliciuscola,direct match
Knautia_transalpina_1533160_PHA005009_BGN_ENR,Knautia_transalpina,direct match
Knautia_persicina_1533158_PHA005001_BGN_ENP,Knautia_persiscina,direct match
Knautia_longifolia_467600_PHA004998_BGN_ENN,Knautia_longifolia,direct match
Knautia_drymeia_596800_CAR004988_BGN_MDH,Knautia_drymeia,direct match
Knautia_dipsacifolia_596799_PHA004981_BGN_FDH,Knautia_maxima,direct match
Knautia_arvensis_105271_TROM_V_963014_BXA_AIG,Knautia_arvensis,direct match
Kernera_saxatilis_169074_PHA004968_BGN_FGS,Kernera_saxatilis,direct match
Juncus_triglumis_223682_TROM_V_134647_BMB_HA,Juncus_triglumis,direct match
Juncus_monanthos_336229_PHA004912_BGN_ENG,Juncus_monanthos,direct match
Juncus_jacquinii_511725_PHA004909_BGN_BLB,Juncus_jacquinii,direct match
Juncus_inflexus_318445_PHA004905_BGN_DML,Juncus_inflexus,direct match
Juncus_filiformis_253148_PHA004904_BGN_DVM,Juncus_filiformis,direct match
Juncus_effusus_13579_TROM_V_162674_CDM_APH,Juncus_effusus,direct match
Juncus_conglomeratus_253146_PHA004901_BGN_IMI,Juncus_conglomeratus,direct match
Juncus_articulatus_223654_TROM_V_966228_BXA_CBD,Juncus_articulatus,direct match
Juncus_alpinoarticulatus_253143_TROM_V_88475_CDM_ARH,Juncus_alpinoarticulatus,direct match
Iris_graminea_995795_PHA004808_BGN_EMR,Iris_graminea,direct match
Inula_conyza_119177_PHA004772_BGN_CAR,Inula_conyzae,direct match
Impatiens_noli-tangere_127129_TROM_V_650260_BXA_AHT,Impatiens_noli-tangere,direct match
Hypochaeris_uniflora_58658_PHA004721_BGN_EMF,Hypochaeris_uniflora,direct match
Hypochaeris_radicata_58656_PHA004718_BGN_DKF,Hypochaeris_radicata,direct match
Hypericum_perforatum_65561_TROM_V_7055_CDM_ABE,Hypericum_perforatum,direct match
Hypericum_montanum_673929_PHA004695_BGN_BKR,Hypericum_montanum,direct match
Hypericum_maculatum_269006_TROM_V_964579_CDM_ACW,Hypericum_maculatum,direct match
Hypericum_hirsutum_673928_TROM_V_990807_BXA_AII,Hypericum_hirsutum,direct match
Horminum_pyrenaicum_39322_PHA004637_BGN_EMA,Horminum_pyrenaicum,direct match
Hordelymus_europaeus_376113_PHA004626_BGN_ELV,Hordelymus_europaeus,direct match
Homogyne_sylvestris_462445_PHA004622_BGN_CNF,Homogyne_sylvestris,direct match
Homogyne_discolor_462444_PHA004620_BGN_CNE,Homogyne_discolor,direct match
Homogyne_alpina_257033_PHA004618_BGN_AIQ,Homogyne_alpina,direct match
Holcus_mollis_376124_PHA004612_BGN_BKP,Holcus_mollis,direct match
Holcus_lanatus_29679_PHA004609_BGN_IMH,Holcus_lanatus,direct match
Hippocrepis_comosa_390710_PHA004573_BGN_ACA,Hippocrepis_comosa,direct match
Hierochloe_australis_389631_TROM_V_130540_BXA_APQ,Hierochloe_australis,direct match
Hieracium_staticifolium_122554_PHA004537_BGN_BKM,Chlorocrepis_staticifolia,direct match
Hieracium_intybaceum_268054_PHA004479_BGN_ELK,Hieracium_intybaceum,direct match
Heracleum_sphondylium_elegans_40919_PHA004401_BGN_BFK,Heracleum_sphondylium,direct match
Heracleum_austriacum_siifolium_542655_PHA004393_RSZ_RSZAXPI000832-24,Heracleum_austriacum,direct match
Hepatica_nobilis_168011_TROM_V_6666_CDM_BIH,Hepatica_nobilis,direct match
Helleborus_viridis_171903_PHA004379_BGN_GTG,Helleborus_viridis,direct match
Helleborus_niger_niger_171896_PHA004372_BGN_EKV,Helleborus_niger,direct match
Helictotrichon_petzense_590136_PHA004348_BGN_CNC,Helictotrichon_petzense,direct match
Helictotrichon_parlatorei_106812_PHA004347_BGN_PYW,Helictotrichon_parlatorei,direct match
Helianthemum_nummularium_tomentosum_1533101_PHA004330_BGN_AML,Helianthemum_nummularium,direct match
Hedysarum_boutignyanum_754886_PHA004293_BGN_DHG,Hedysarum_hedysaroides,direct match
Hacquetia_epipactis_52473_PHA004282_BGN_CNB,Hacquetia_epipactis,direct match
Gypsophila_repens_325494_PHA004279_BGN_BKF,Gypsophila_repens,direct match
Gymnadenia_odoratissima_97904_PHA004266_RSZ_RSZAXPI000850-64,Gymnadenia_odoratissima,direct match
Lamium_galeobdolon_53161_TROM_V_165106_CDM_ABA,Galeobdolon_montanum,direct match
Gymnadenia_conopsea_59324_PHA004263_BGN_GB,Gymnadenia_conopsea,direct match
Goodyera_repens_164261_PHA004245_RSZ_RSZAXPI000958-98,Goodyera_repens,direct match
Gnaphalium_uliginosum_702247_TROM_V_651574_BXA_AIV,Galium_uliginosum,direct match
Gnaphalium_supinum_261773_PHA004237_BGN_DST,Gnaphalium_supinum,direct match
Gnaphalium_hoppeanum_595331_PHA004231_BGN_BKE,Gnaphalium_hoppeanum,direct match
Glyceria_notata_388682_PHA004225_BGN_BKD,Glyceria_notata,direct match
Glyceria_fluitans_254778_TROM_V_84238_BXA_APL,Glyceria_fluitans,direct match
Globularia_nudicaulis_90639_PHA004212_BGN_FGN,Globularia_nudicaulis,direct match
Globularia_cordifolia_69063_PHA004211_BGN_LQV,Globularia_cordifolia,direct match
Geum_urbanum_57919_TROM_V_92604_BXA_AHF,Geum_urbanum,direct match
Geum_rivale_148897_TROM_V_134142_BMB_FK,Geum_rivale,direct match
Geum_reptans_148896_PHA004170_BGN_FGM,Geum_reptans,direct match
Geum_montanum_148895_PHA004167_BGN_ADQ,Geum_montanum,direct match
Geranium_sylvaticum_379956_PHA004161_BGN_AFF,Geranium_sylvaticum,direct match
Geranium_sanguineum_70270_PHA004157_BGN_DT,Geranium_sanguineum,direct match
Geranium_robertianum_robertianum_122183_PHA004153_BGN_AVR,Geranium_robertianum,direct match
Geranium_pyrenaicum_379953_PHA009973_RSZ_RSZAXPI000849-53,Geranium_pyrenaicum,direct match
Geranium_phaeum_379952_PHA004142_BGN_BKB,Geranium_phaeum,direct match
Geranium_macrorrhizum_28963_PHA004134_BGN_EIQ,Geranium_macrorrhizum,direct match
Geranium_argenteum_387081_PHA004123_BGN_EIN,Geranium_argenteum,direct match
Gentianella_campestris_49940_TROM_V_94026_BXA_CBW,Gentianella_campestris,direct match
Gentiana_utriculosa_49958_CLA004111_BGN_NNC,Gentiana_utriculosa,direct match
Gentiana_terglouensis_49957_PHA009972_BGN_NGK,Gentiana_terglouensis,direct match
Gentiana_purpurea_49954_PHA004089_BGN_MT,Gentiana_purpurea,direct match
Gentiana_punctata_49953_PHA004087_BGN_IN,Gentiana_punctata,direct match
Gentiana_pumila_49952_PHA004086_GWM_1419,Gentiana_pumila,direct match
Gentiana_prostrata_49951_PHA004082_BGN_PR,Gentiana_prostrata,direct match
Gentiana_pannonica_38854_PHA004078_BGN_RL,Gentiana_pannonica,direct match
Gentiana_orbicularis_1085736_PHA004076_BGN_KC,Gentiana_orbicularis,direct match
Gentiana_nivalis_38852_TROM_V_134379_BMB_GM,Gentiana_nivalis,direct match
Gentiana_lutea_symphyandra_1533082_PHA004062_BGN_ALT,Gentiana_lutea,direct match
Gentiana_froelichii_zenariae_49946_PHA004053_BGN_ITD,Gentiana_froelichii,direct match
Gentiana_frigida_49945_PHA004049_BGN_NI,Gentiana_frigida,direct match
Gentiana_cruciata_49943_PHA004043_BGN_IS,Gentiana_cruciata,direct match
Gentiana_clusii_49942_PHA004041_BGN_MR,Gentiana_clusii,direct match
Gentiana_ciliata_49941_PHA004037_BGN_LQ,Gentianopsis_ciliata,direct match
Gentiana_brachyphylla_49939_PHA004030_BGN_IR,Gentiana_brachyphylla,direct match
Gentiana_bavarica_49937_PHA004027_BGN_IQ,Gentiana_bavarica,direct match
Gentiana_asclepiadea_49935_PHA004020_BGN_LE,Gentiana_asclepiadea,direct match
Gentiana_acaulis_49933_PHA004007_BGN_IA,Gentiana_acaulis,direct match
Genista_tinctoria_oligosperma_1851360_CAR004005_BGN_MCV,Genista_tinctoria,direct match
Genista_sagittalis_delphinensis_1533081_PHA003995_BGN_HBT,Genista_sagittalis,direct match
Genista_radiata_136799_PHA003992_BGN_HBB,Genista_radiata,direct match
Genista_pilosa_238501_PHA009968_BGN_MKQ,Genista_pilosa,direct match
Genista_germanica_49823_PHA003976_BGN_DS,Genista_germanica,direct match
Galium_verum_verum_462873_PHA003965_RSZ_RSZAXPI000777-107,Galium_verum,direct match
Galium_truniacum_1533078_PHA003957_BGN_BVD,Galium_truniacum,direct match
Galium_sylvaticum_581248_PHA003944_BGN_BIT,Galium_sylvaticum,direct match
Galium_rubrum_1533074_PHA003934_BGN_HSV,Galium_rubrum,direct match
Galium_rotundifolium_715713_PHA003931_BGN_FKL,Galium_rotundifolium,direct match
Galium_pumilum_715709_PHA003924_BGN_FGI,Galium_pumilum,direct match
Galium_palustre_29793_TROM_V_133544_BMB_DP,Galium_palustre,direct match
Galium_odoratum_35899_TROM_V_133935_BXA_BVS,Galium_odoratum,direct match
Galium_noricum_1533071_PHA003904_BGN_BVC,Galium_noricum,direct match
Galium_montis-arerae_1533070_PHA003900_BGN_EIG,Galium_montis-arerae,direct match
Galium_mollugo_254777_PHA003898_BGN_ABQ,Galium_mollugo,direct match
Galium_megalospermum_1395545_PHA003895_BGN_BIR,Galium_megalospermum,direct match
Galium_margaritaceum_1533068_PHA003892_BGN_ITC,Galium_margaritaceum,direct match
Galium_lucidum_29792_PHA003890_RSZ_RSZAXPI000848-52,Galium_lucidum,direct match
Galium_laevigatum_1533067_PHA003888_BGN_IPK,Galium_laevigatum,direct match
Galium_boreale_35896_PHA003871_BGN_DPV,Galium_boreale,direct match
Galium_baldense_1533064_PHA003869_BGN_EIF,Galium_baldense,direct match
Galium_aristatum_1533062_PHA003863_BGN_BCM,Galium_aristatum,direct match
Galium_aparine_29788_PHA003859_BGN_AVP,Galium_aparine,direct match
Galium_anisophyllon_882674_PHA003858_BGN_ADP,Galium_anisophyllon,direct match
Galeopsis_tetrahit_1000418_TROM_V_133839_BMB_FM,Galeopsis_tetrahit,direct match
Galeopsis_speciosa_457140_TROM_V_966014_BXA_AKH,Galeopsis_speciosa,direct match
Galeopsis_pubescens_457139_PHA003841_BGN_EIC,Galeopsis_pubescens,direct match
Galeopsis_ladanum_1030043_PHA003839_BGN_EIB,Galeopsis_ladanum,direct match
Galeopsis_bifida_572113_PHA003836_BGN_ITB,Galeopsis_bifida,direct match
Fraxinus_ornus_38874_PHA003771_BGN_DR,Fraxinus_ornus,direct match
Fraxinus_excelsior_38873_PHA009967_RSZ_RSZAXPI000740-35,Fraxinus_excelsior,direct match
Frangula_alnus_106677_PHA003761_BGN_KIM,Frangula_alnus,direct match
Fragaria_viridis_64942_TROM_V_965154_CDM_ABS,Fragaria_viridis,direct match
Fragaria_vesca_57918_PHA003757_BGN_ACG,Fragaria_vesca,direct match
Fragaria_moschata_64940_PHA003756_BGN_EHP,Fragaria_moschata,direct match
Fourraea_alpina_81980_PHA003749_BGN_BFE,Fourraea_alpina,direct match
Filipendula_ulmaria_denudata_57917_PHA003738_BGN_ITA,Filipendula_ulmaria,direct match
Festuca_vivipara_745661_TROM_V_966048_BMB_KM,Festuca_vivipara,direct match
Festuca_versicolor_versicolor_1851356_CAR003718_BGN_LPI,Festuca_versicolor,direct match
Festuca_spectabilis_199745_PHA003705_BGN_IST,Festuca_spectabilis,direct match
Festuca_scabriculmis_scabriculmis_464079_PHA003704_BGN_KDR,Festuca_scabriculmis,direct match
Festuca_rupicaprina_116553_PHA003701_BGN_BIP,Festuca_rupicaprina,direct match
Festuca_pulchella_pulchella_199744_PHA003696_BGN_IPH,Festuca_pulchella,direct match
Festuca_pratensis_4608_TROM_V_967852_BXA_ATN,Festuca_pratensis,direct match
Festuca_paniculata_145848_PHA003690_BGN_AGK,Festuca_paniculata,direct match
Festuca_pallens_225185_PHA003689_BGN_MCS,Festuca_pallens,direct match
Festuca_norica_464066_PHA003687_BGN_KPB,Festuca_norica,direct match
Festuca_nitida_1532828_PHA003686_BGN_EHL,Festuca_nitida,direct match
Festuca_nigrescens_370721_PHA003685_BGN_AHV,Festuca_nigrescens,direct match
Festuca_laxa_1532827_PHA003679_BGN_EHK,Festuca_laxa,direct match
Festuca_laevigata_crassifolia_1532825_PHA003676_BGN_IAB,Festuca_laevigata,direct match
Festuca_heterophylla_89682_PHA003674_BGN_DP,Festuca_heterophylla,direct match
Festuca_halleri_subsp_halleri_464054_PHA003670_BGN_PZA,Festuca_halleri,direct match
Festuca_gigantea_29677_PHA003666_BGN_BIM,Festuca_gigantea,direct match
Festuca_calva_1532823_PHA003650_BGN_ISS,Festuca_calva,direct match
Festuca_arundinacea_subsp_arundinacea_218136_PHA003642_BGN_PZC,Festuca_arundinacea,direct match
Festuca_amethystina_464034_PHA003639_BGN_GPQ,Festuca_amethystina,direct match
Festuca_altissima_145835_TROM_V_147957_BXA_APR,Festuca_altissima,direct match
Festuca_alpina_alpina_145834_PHA003636_BGN_BIK,Festuca_alpina,direct match
Festuca_alpestris_1532821_PHA003632_BGN_EHI,Festuca_alpestris,direct match
Festuca_acuminata_1532819_PHA003630_BGN_EHH,Festuca_acuminata,direct match
Fagus_sylvatica_28930_PHA003612_RSZ_RSZAXPI000674-64,Fagus_sylvatica,direct match
