tip_label,species,action
Euphrasia_stricta_374709_PHA003605_BGN_BIH,Euphrasia_stricta,direct match
Euphrasia_salisburgensis_475020_PHA003604_BGN_BIG,Euphrasia_salisburgensis,direct match
Euphrasia_minima_475014_PHA003596_BGN_ADL,Euphrasia_minima,direct match
Euphrasia_hirtella_290218_PHA003591_BGN_EHD,Euphrasia_hirtella,direct match
Euphrasia_cuspidata_1532816_PHA003588_BGN_BTR,Euphrasia_cuspidata,direct match
Euphrasia_alpina_forme_pseudalpina_474997_PHA003581_BGN_GVS,Euphrasia_alpina,direct match
Euphorbia_dulcis_3992_PHA003503_BGN_AGQ,Euphorbia_dulcis,direct match
Euphorbia_cyparissias_38844_PHA003499_BGN_ADK,Euphorbia_cyparissias,direct match
Euphorbia_carniolica_1087758_PHA003490_BGN_EGL,Euphorbia_carniolica,direct match
Euphorbia_austriaca_1087754_PHA009965_RSZ_RSZAXPI000758-85,Euphorbia_austriaca,direct match
Euphorbia_amygdaloides_38843_PHA003487_BGN_BFC,Euphorbia_amygdaloides,direct match
Eupatorium_cannabinum_102770_PHA003485_BGN_BIE,Eupatorium_cannabinum,direct match
Euonymus_latifolius_1089399_PHA003477_BGN_BID,Euonymus_latifolius,direct match
Erysimum_sylvestre_1370092_PHA003453_BGN_IPE,Erysimum_sylvestre,direct match
Eritrichium_nanum_184082_PHA-ERI_NAN_292_BGN_QCE,Eritrichium_nanum,direct match
Eriophorum_vaginatum_76438_TROM_V_91221_BMB_GS,Eriophorum_vaginatum,direct match
Eriophorum_scheuchzeri_395292_TROM_V_147255_BMB_GR,Eriophorum_scheuchzeri,direct match
Eriophorum_latifolium_1155236_PHA003390_BGN_BIC,Eriophorum_latifolium,direct match
Eriophorum_angustifolium_100292_TROM_V_968063_BXA_CHD,Eriophorum_angustifolium,direct match
Erinus_alpinus_165304_PHA009964_BGN_NKD,Erinus_alpinus,direct match
Erigeron_uniflorus_72932_PHA003379_BGN_ADI,Erigeron_uniflorus,direct match
Erigeron_neglectus_1532813_PHA003375_BGN_DVK,Erigeron_neglectus,direct match
Erigeron_alpinus_1532809_PHA003357_BGN_EFQ,Erigeron_alpinus,direct match
Erigeron_acris_subsp_droebachiensis_2835579_TROM_V_72115_CDM_BGJ,Erigeron_acris,direct match
Erica_carnea_185769_PHA003342_BGN_GTE,Erica_carnea,direct match
Epipactis_helleborine_28472_PHA003285_RSZ_RSZAXPI000741-37,Epipactis_helleborine,direct match
Epipactis_atrorubens_492483_PHA003279_RSZ_RSZAXPI001148-35,Epipactis_atrorubens,direct match
Epilobium_palustre_669682_TROM_V_962480_BMB_EF,Epilobium_palustre,direct match
Epilobium_nutans_1532804_PHA003261_BGN_ISK,Epilobium_nutans,direct match
Epilobium_montanum_470570_PHA003260_BGN_HES,Epilobium_montanum,direct match
Epilobium_dodonaei_33136_PHA003251_BGN_PWP,Epilobium_dodonaei,direct match
Epilobium_collinum_1532802_PHA003250_BGN_LTM,Epilobium_collinum,direct match
Epilobium_ciliatum_33132_TROM_V_964413_BXA_BVA,Epilobium_ciliatum,direct match
Epilobium_anagallidifolium_669677_PHA003244_BGN_FGE,Epilobium_anagallidifolium,direct match
Epilobium_alsinifolium_669676_PHA003242_BGN_FGD,Epilobium_alsinifolium,direct match
Epilobium_alpestre_1532801_PHA003240_BGN_FGC,Epilobium_alpestre,direct match
Empetrum_nigrum_subsp_hermaphroditum_199171_TROM_V_962923_BMB_E,Empetrum_hermaphroditum,direct match
Empetrum_nigrum_191066_TROM_V_135794_BXA_CKW,Empetrum_nigrum,direct match
Elyna_myosuroides_140873_PHA003221_BGN_BHN,Kobresia_myosuroides,direct match
Elymus_caninus_129741_PHA003215_BGN_BHM,Elymus_caninus,direct match
Eleocharis_palustris_110297_PHA003202_BGN_KEK,Eleocharis_palustris,direct match
Dryas_octopetala_57948_TROM_V_963983_BXA_BVB,Dryas_octopetala,direct match
Drosera_rotundifolia_173423_PHA003117_BGN_PBD,Drosera_rotundifolia,direct match
Draba_tomentosa_87305_PHA003100_BGN_EER,Draba_tomentosa,direct match
Draba_stellata_1532794_PHA003095_BGN_BTP,Draba_stellata,direct match
Draba_siliquosa_311965_PHA003089_BGN_KIQ,Draba_siliquosa,direct match
Draba_hoppeana_1532792_PHA003071_BGN_EEL,Draba_hoppeana,direct match
Draba_fladnizensis_95392_PHA003065_BGN_HSE,Draba_fladnizensis,direct match
Draba_dubia_87303_PHA003062_BGN_KIK,Draba_dubia,direct match
Draba_aizoides_aizoides_87302_PHA003053_BGN_AIP,Draba_aizoides,direct match
Dorycnium_pentaphyllum_germanicum_754873_PHA003036_BGN_KNP,Dorycnium_germanicum,direct match
Doronicum_grandiflorum_118763_PHA003025_BGN_DK,Doronicum_grandiflorum,direct match
Doronicum_glaciale_calcareum_118762_PHA003020_BGN_BTN,Doronicum_glaciale,direct match
Doronicum_columnae_118758_TROM_V_965897_BXA_AFP,Doronicum_columnae,direct match
Doronicum_clusii_villosum_118757_PHA003016_BGN_EEQ,Doronicum_clusii,direct match
Doronicum_cataractarum_118756_PHA003011_BGN_EEF,Doronicum_cataractarum,direct match
Doronicum_austriacum_118751_PHA003007_BGN_EEE,Doronicum_austriacum,direct match
Digitalis_lutea_285825_PHA002961_BGN_DME,Digitalis_lutea,direct match
Digitalis_grandiflora_38791_PHA002960_BGN_ADH,Digitalis_grandiflora,direct match
Dianthus_sylvestris_longicaulis_1532770_PHA002949_BGN_ANV,Dianthus_sylvestris,direct match
Dianthus_superbus_superbus_1268177_PHA002946_BGN_EEB,Dianthus_superbus,direct match
Dianthus_sternbergii_1532772_PHA002939_BGN_ISG,Dianthus_sternbergii,direct match
Dianthus_plumarius_129770_PHA002926_BGN_KRV,Dianthus_plumarius,direct match
Dianthus_glacialis_gelidus_1907882_CAR002908_BGN_NBA,Dianthus_glacialis,direct match
Dianthus_carthusianorum_capillifrons_1532768_PHA002893_BGN_KRT,Dianthus_carthusianorum,direct match
Dianthus_barbatus_278075_PHA002888_BGN_EDR,Dianthus_barbatus,direct match
Dianthus_alpinus_1532765_PHA002879_BGN_AKI,Dianthus_alpinus,direct match
Deschampsia_cespitosa_37723_TROM_V_148082_BMB_CM,Deschampsia_cespitosa,direct match
Daphne_striata_882673_PHA002845_RSZ_RSZAXPI000713-111,Daphne_striata,direct match
Daphne_mezereum_66680_PHA002842_BGN_ATN,Daphne_mezereum,direct match
Daphne_cneorum_224033_PHA002837_BGN_RV,Daphne_cneorum,direct match
Danthonia_decumbens_500232_TROM_V_174952_CDM_ASH,Danthonia_decumbens,direct match
Dactylorhiza_majalis_231484_PHA002814_BGN_ATM,Dactylorhiza_majalis,direct match
Dactylorhiza_maculata_230572_TROM_V_133950_BXA_AVQ,Dactylorhiza_maculata,direct match
Dactylis_glomerata_4509_TROM_V_964999_BMB_KR,Dactylis_glomerata,direct match
Cynosurus_cristatus_211939_PHA002748_BGN_ATH,Cynosurus_cristatus,direct match
Cyclamen_purpurascens_87532_PHA002728_BGN_PP,Cyclamen_purpurascens,direct match
Cuscuta_epithymum_epithymum_1604719_PHA009951_RSZ_RSZAXPI001343-16,Cuscuta_epithymum,direct match
Cruciata_laevipes_29786_PHA002693_BGN_BCK,Cruciata_laevipes,direct match
Cruciata_glabra_29785_PHA002692_BGN_ATG,Cruciata_glabra,direct match
Crepis_terglouensis_1532754_PHA002662_BGN_EDA,Crepis_terglouensis,direct match
Crepis_rhaetica_268026_PHA002655_BGN_ECS,Crepis_rhaetica,direct match
Crepis_pyrenaica_122533_PHA002652_BGN_ABN,Crepis_pyrenaica,direct match
Crepis_paludosa_310247_PHA002641_BGN_ATE,Crepis_paludosa,direct match
Crepis_jacquinii_268019_PHA002629_BGN_BTK,Crepis_jacquinii,direct match
Crepis_froelichiana_froelichiana_268018_PHA002627_BGN_ECN,Crepis_froelichiana,direct match
Crepis_conyzifolia_268015_PHA002622_BGN_EVQ,Crepis_conyzifolia,direct match
Crepis_aurea_212669_PHA002610_BGN_AHA,Crepis_aurea,direct match
Crepis_alpestris_268012_PHA002609_BGN_ISD,Crepis_alpestris,direct match
Crataegus_monogyna_140997_PHA002606_BGN_ATB,Crataegus_monogyna,direct match
Cotoneaster_tomentosus_1143230_PHA002597_BGN_CAD,Cotoneaster_tomentosus,direct match
Cotoneaster_integerrimus_690321_PHA002591_BGN_ABM,Cotoneaster_integerrimus,direct match
Corylus_avellana_13451_PHA002571_BGN_ATA,Corylus_avellana,direct match
Cortusa_matthioli_55385_PHA002555_BGN_LN,Primula_matthioli,direct match
Coronilla_vaginalis_390707_PHA002545_BGN_GRG,Coronilla_vaginalis,direct match
Corallorhiza_trifida_451881_PHA002518_RSZ_RSZAXPI001354-85,Corallorhiza_trifida,direct match
Convallaria_majalis_32189_PHA002506_RSZ_RSZAXPI001145-169,Convallaria_majalis,direct match
Comastoma_tenellum_149054_TROM_V_961287_CDM_BEG,Comastoma_tenellum,direct match
Colchicum_autumnale_45005_PHA002483_RSZ_RSZAXPI000769-98,Colchicum_autumnale,direct match
Coincya_cheiranthos_montana_400013_PHA002477_BGN_ECD,Coincya_monensis,direct match
Coeloglossum_viride_230577_TROM_V_162360_BMB_MC,Coeloglossum_viride,direct match
Cochlearia_pyrenaica_excelsa_126273_PHA002468_BGN_ECC,Cochlearia_excelsa,direct match
Clinopodium_vulgare_vulgare_1211451_PHA002456_BGN_BCF,Clinopodium_vulgare,direct match
Clinopodium_alpinum_majoranifolium_1907878_CAR002452_BGN_NAQ,Clinopodium_alpinum,direct match
Clematis_vitalba_37490_PHA002446_BGN_TI,Clematis_vitalba,direct match
Clematis_alpina_522534_PHA009948_BGN_MCF,Clematis_alpina,direct match
Cirsium_vulgare_92907_PHA002417_BGN_DMA,Cirsium_vulgare,direct match
Cirsium_spinosissimum_196741_PHA002414_BGN_ABL,Cirsium_spinosissimum,direct match
Cirsium_palustre_143190_PHA002405_BGN_FKB,Cirsium_palustre,direct match
Cirsium_oleraceum_297476_PHA002403_BGN_HSN,Cirsium_oleraceum,direct match
Cirsium_montanum_196729_PHA002398_BGN_EBV,Cirsium_montanum,direct match
Cirsium_erisithales_688287_PHA002385_BGN_GSV,Cirsium_erisithales,direct match
Cirsium_eriophorum_eriophorum_688286_PHA002382_BGN_ABK,Cirsium_eriophorum,direct match
Cirsium_carniolicum_403000_PHA002380_BGN_ASS,Cirsium_carniolicum,direct match
Cirsium_arvense_41550_TROM_V_966429_BXA_AGA,Cirsium_arvense,direct match
Cirsium_acaule_192477_PHA002375_BGN_ABI,Cirsium_acaule,direct match
Circaea_alpina_22655_PHA002369_BGN_LEL,Circaea_alpina,direct match
Cicerbita_alpina_75961_TROM_V_148263_BXA_AGE,Lactuca_alpina,direct match
Chrysosplenium_alternifolium_80774_PHA002349_BGN_FFV,Chrysosplenium_alternifolium,direct match
Chenopodium_bonus-henricus_122298_PHA002295_BGN_ABH,Chenopodium_bonus-henricus,direct match
Chamorchis_alpina_413032_TROM_V_968204_CDM_ANM,Chamorchis_alpina,direct match
Chamaecytisus_purpureus_49806_PHA002276_BGN_EBE,Chamaecytisus_purpureus,direct match
Chamaecytisus_hirsutus_pumilus_1211454_PHA002275_BGN_GST,Chamaecytisus_hirsutus,direct match
Chaerophyllum_villarsii_109111_PHA002270_BGN_AGE,Chaerophyllum_villarsii,direct match
Chaerophyllum_hirsutum_109101_PHA002266_BGN_PYL,Chaerophyllum_hirsutum,direct match
Chaerophyllum_aureum_109094_PHA002263_BGN_ABS,Chaerophyllum_aureum,direct match
Cerastium_uniflorum_271547_PHA002239_BGN_GFS,Cerastium_uniflorum,direct match
Cerastium_subtriflorum_1516114_PHA002233_BGN_ISA,Cerastium_subtriflorum,direct match
Cerastium_pedunculatum_271594_PHA002225_BGN_EAV,Cerastium_pedunculatum,direct match
Cerastium_latifolium_271544_PHA002219_BGN_DC,Cerastium_latifolium,direct match
Cerastium_julicum_1532336_PHA002216_RSZ_RSZAXPI000767-96,Cerastium_julicum,direct match
Cerastium_eriophorum_271543_PHA002203_BGN_BTH,Cerastium_eriophorum,direct match
Cerastium_cerastoides_271580_PHA002201_BGN_DSR,Cerastium_cerastoides,direct match
Cerastium_carinthiacum_carinthiacum_1532334_PHA002200_BGN_EAR,Cerastium_carinthiacum,direct match
Cerastium_arvense_271558_TROM_V_38372_CDM_BCZ,Cerastium_arvense,direct match
Cerastium_alpinum_lanatum_1532332_TROM_V_963828_BMB_MV,Cerastium_alpinum,direct match
Cephalanthera_rubra_210728_PHA002166_RSZ_RSZAXPI001142-140,Cephalanthera_rubra,direct match
Cephalanthera_longifolia_210729_PHA002163_RSZ_RSZAXPI000839-35,Cephalanthera_longifolia,direct match
Centaurea_triumfettii_629255_TROM_V_19678_BXA_AGF,Centaurea_triumfettii,direct match
Centaurea_scabiosa_scabiosa_145517_PHA002123_BGN_AFN,Centaurea_scabiosa,direct match
Centaurea_rhaetica_1384024_PHA002110_BGN_DES,Centaurea_rhaetica,direct match
Centaurea_nigrescens_vochinensis_1851342_PHA002099_BGN_LIS,Centaurea_nigrescens,direct match
Centaurea_nervosa_nervosa_1532324_PHA002094_BGN_DER,Centaurea_nervosa,direct match
Centaurea_montana_41537_TROM_V_53981_BXA_AGP,Centaurea_montana,direct match
Centaurea_jacea_angustifolia_1436102_PHA002070_BGN_IRV,Centaurea_jacea,direct match
Carum_carvi_48032_PHA002029_BGN_DA,Carum_carvi,direct match
Carlina_vulgaris_41500_TROM_V_38293_CDM_AOG,Carlina_vulgaris,direct match
Carlina_acaulis_acaulis_538472_PHA002011_BGN_FBE,Carlina_acaulis,direct match
Carex_sylvatica_241234_TROM_V_89859_CDM_ARZ,Carex_sylvatica,direct match
Carex_sempervirens_241232_PHA001985_BGN_CS,Carex_sempervirens,direct match
Carex_rupestris_100286_PHA001983_BGN_DEC,Carex_rupestris,direct match
Carex_rostrata_241230_PHA001979_BGN_DSQ,Carex_rostrata,direct match
Carex_remota_234465_PHA001976_BGN_CQ,Carex_remota,direct match
Carex_pilulifera_140848_TROM_V_103356_CDM_AOT,Carex_pilulifera,direct match
Carex_paupercula_140845_PHA001954_BGN_GNF,Carex_paupercula,direct match
Carex_parviflora_241225_PHA001949_BGN_CM,Carex_parviflora,direct match
Carex_paniculata_240683_PHA001946_BGN_CL,Carex_paniculata,direct match
Carex_panicea_241224_PHA001942_BGN_CFM,Carex_panicea,direct match
Carex_pallescens_140842_TROM_V_961999_BMB_KV,Carex_pallescens,direct match
Carex_ornithopoda_241222_TROM_V_135598_CDM_ASU,Carex_ornithopoda,direct match
Carex_norvegica_subsp_norvegica_1500773_TROM_V_200466_CDM_ARG,Carex_norvegica,direct match
Carex_muricata_140838_TROM_V_89846_CDM_AOV,Carex_muricata,direct match
Carex_mucronata_241219_PHA001921_BGN_INP,Carex_mucronata,direct match
Carex_montana_140837_PHA001920_BGN_CH,Carex_montana,direct match
Carex_limosa_140829_PHA001905_BGN_CG,Carex_limosa,direct match
Carex_leporina_372273_TROM_V_961822_CDM_AST,Carex_leporina,direct match
Carex_lachenalii_240688_TROM_V_148602_BMB_NE,Carex_lachenalii,direct match
Carex_humilis_140822_PHA001887_BGN_BET,Carex_humilis,direct match
Carex_hirta_15193_TROM_V_75125_CDM_AUB,Carex_hirta,direct match
Carex_fuliginosa_241210_CAR001871_BGN_NAG,Carex_fuliginosa,direct match
Carex_frigida_241209_PHA001865_BGN_DSP,Carex_frigida,direct match
Carex_foetida_240675_PHA001864_BGN_CB,Carex_foetida,direct match
Carex_flava_140816_TROM_V_963829_BMB_NF,Carex_flava,direct match
Carex_flacca_140814_TROM_V_134662_BXA_AQK,Carex_flacca,direct match
Carex_firma_140813_PHA001854_BGN_BV,Carex_firma,direct match
Carex_ferruginea_ferruginea_241208_PHA001848_BGN_ASI,Carex_ferruginea,direct match
Carex_ericetorum_140809_TROM_V_965316_BXA_CBH,Carex_ericetorum,direct match
Carex_echinata_234467_TROM_V_89490_BMB_HK,Carex_echinata,direct match
Carex_dioica_111420_PHA001828_BGN_DDK,Carex_dioica,direct match
Carex_digitata_140805_PHA001826_BGN_MSI,Carex_digitata,direct match
Carex_davalliana_240674_PHA001815_BGN_BR,Carex_davalliana,direct match
Carex_curvula_curvula_475880_PHA001808_BGN_EST,Carex_curvula,direct match
Carex_caryophyllea_502401_PHA001805_BGN_DDE,Carex_caryophyllea,direct match
Carex_capillaris_241203_PHA001799_BGN_DSN,Carex_capillaris,direct match
Carex_canescens_140796_TROM_V_162320_BMB_NK,Carex_canescens,direct match
Carex_brunnescens_240691_TROM_V_60149_CDM_APN,Carex_brunnescens,direct match
Carex_brizoides_240677_PHA001790_BGN_ASH,Carex_brizoides,direct match
Carex_brachystachys_241201_PHA001785_BGN_LPV,Carex_brachystachys,direct match
Carex_bigelowii_241200_TROM_V_62567_CDM_ASK,Carex_bigelowii,direct match
Carex_baldensis_442460_PHA001776_BGN_BP,Carex_baldensis,direct match
Carex_atrata_atrata_241196_PHA009941_AXZ_D,Carex_atrata,direct match
Carex_alba_241195_PHA001764_BGN_FKS,Carex_alba,direct match
Carduus_personata_personata_594554_PHA001754_BGN_FEG,Carduus_personata,direct match
Carduus_defloratus_tridentinus_1532310_PHA001742_BGN_DCV,Carduus_defloratus,direct match
Carduus_carduelis_1532306_PHA001727_BGN_FMA,Carduus_carduelis,direct match
Cardaminopsis_arenosa_borbasii_1532269_PHA001715_BGN_ILV,Arabidopsis_arenosa,direct match
Cardamine_trifolia_352363_PHA001710_BGN_FLS,Cardamine_trifolia,direct match
Cardamine_resedifolia_352370_PHA001709_BGN_DCR,Cardamine_resedifolia,direct match
Cardamine_pratensis_50465_PHA001704_BGN_AVD,Cardamine_pratensis,direct match
Cardamine_pentaphyllos_82288_PHA001699_BGN_ILT,Cardamine_pentaphyllos,direct match
Cardamine_impatiens_82286_TROM_V_114495_CDM_AID,Cardamine_impatiens,direct match
Cardamine_heptaphylla_558121_PHA001692_BGN_CLK,Cardamine_heptaphylla,direct match
Cardamine_flexuosa_50462_PHA001689_BGN_DCQ,Cardamine_flexuosa,direct match
Cardamine_enneaphyllos_416611_PHA001685_BGN_DCP,Cardamine_enneaphyllos,direct match
Cardamine_bulbifera_82356_PHA001681_BGN_AVC,Cardamine_bulbifera,direct match
Cardamine_asarifolia_228783_PHA001680_BGN_DCM,Cardamine_asarifolia,direct match
Cardamine_amara_amara_228776_PHA001676_BGN_DCL,Cardamine_amara,direct match
Cardamine_alpina_austriaca_352360_PHA001674_BGN_KLN,Cardamine_alpina,direct match
Campanula_trachelium_85178_TROM_V_59429_CDM_AOI,Campanula_trachelium,direct match
Campanula_thyrsoides_thyrsoides_239427_PHA001645_RSZ_RSZAXPI000838-34,Campanula_thyrsoides,direct match
Campanula_spicata_361401_PHA001633_RSZ_RSZAXPI000951-89,Campanula_spicata,direct match
Campanula_rotundifolia_239422_CLA001613_BGN_MPM,Campanula_rotundifolia,direct match
Campanula_rapunculoides_209536_PHA001597_RSZ_RSZAXPI001156-101,Campanula_rapunculoides,direct match
Campanula_raineri_361397_PHA001594_BGN_PL,Campanula_raineri,direct match
Campanula_pulla_361396_PHA001590_BGN_NF,Campanula_pulla,direct match
Campanula_patula_patula_440359_PHA001577_BGN_PI,Campanula_patula,direct match
Campanula_morettiana_361393_PHA001572_BGN_PH,Campanula_morettiana,direct match
Campanula_latifolia_239410_PHA001559_RSZ_RSZAXPI000836-32,Campanula_latifolia,direct match
Campanula_glomerata_82281_TROM_V_126765_BXA_BHV,Campanula_glomerata,direct match
Campanula_cespitosa_361377_PHA001512_BGN_NE,Campanula_cespitosa,direct match
Campanula_cenisia_361375_PHA001508_BGN_KB,Campanula_cenisia,direct match
Campanula_carnica_puberula_1532300_PHA001503_BGN_ALM,Campanula_carnica,direct match
Campanula_barbata_239399_PHA001487_BGN_KA,Campanula_barbata,direct match
Campanula_alpina_361372_PHA001482_BGN_ND,Campanula_alpina,direct match
Caltha_palustris_3449_PHA001463_BGN_GSQ,Caltha_palustris,direct match
Calluna_vulgaris_13385_PHA001461_RSZ_RSZAXPI001450-44,Calluna_vulgaris,direct match
Callianthemum_coriandrifolium_253619_PHA001450_BGN_NFV,Callianthemum_coriandrifolium,direct match
Calamagrostis_villosa_258806_PHA001427_BGN_BK,Calamagrostis_villosa,direct match
Calamagrostis_varia_1000416_PHA001424_BGN_BI,Calamagrostis_varia,direct match
Calamagrostis_epigejos_29668_TROM_V_351305_BXA_BAM,Calamagrostis_epigejos,direct match
Calamagrostis_arundinacea_389630_TROM_V_49157_CDM_AUI,Calamagrostis_arundinacea,direct match
Bupleurum_stellatum_199753_PHA001401_BGN_DCB,Bupleurum_stellatum,direct match
Bupleurum_ranunculoides_52452_CAR001387_BGN_NAC,Bupleurum_ranunculoides,direct match
Bupleurum_petraeum_1384023_PHA001382_BGN_DVF,Bupleurum_petraeum,direct match
Bupleurum_falcatum_falcatum_46367_PHA001375_BGN_BCD,Bupleurum_falcatum,direct match
Buphthalmum_salicifolium_56523_PHA001368_BGN_BG,Buphthalmum_salicifolium,direct match
Bromus_erectus_transylvanicus_29666_PHA001311_BGN_DBQ,Bromus_erectus,direct match
Bromus_benekenii_1155254_PHA001301_BGN_DBL,Bromus_benekenii,direct match
Briza_media_281077_TROM_V_163585_BXA_AQQ,Briza_media,direct match
Braya_alpina_253198_PHA001291_BGN_LIP,Braya_alpina,direct match
Brachypodium_sylvaticum_29664_PHA001278_BGN_DLQ,Brachypodium_sylvaticum,direct match
Brachypodium_pinnatum_29663_TROM_V_34626_CDM_AOL,Brachypodium_pinnatum,direct match
Blysmus_compressus_130937_PHA001250_BGN_AV,Blysmus_compressus,direct match
Bistorta_vivipara_371026_TROM_V_162356_BMB_LA,Persicaria_vivipara,direct match
Bistorta_officinalis_125587_TROM_V_135637_BXA_ATH,Persicaria_bistorta,direct match
Biscutella_laevigata_lucida_380182_PHA001232_BGN_DBD,Biscutella_laevigata,direct match
Betula_pubescens_38787_TROM_V_965896_BMB_LB,Betula_pubescens,direct match
Betula_pendula_3505_PHA001200_BGN_FKQ,Betula_pendula,direct match
Berberis_vulgaris_258209_PHA001187_RSZ_RSZAXPI000764-93,Berberis_vulgaris,direct match
Bellis_perennis_41492_TROM_V_964055_BXA_BLR,Bellis_perennis,direct match
Bartsia_alpina_46052_PHA001171_RSZ_RSZAXPI000971-123,Bartsia_alpina,direct match
Barbarea_vulgaris_50459_TROM_V_75552_BXA_BLT,Barbarea_vulgaris,direct match
Barbarea_stricta_264399_PHA001163_BGN_DAQ,Barbarea_stricta,direct match
Avenula_versicolor_pretujiana_87474_PHA001143_BGN_DLP,Avenula_versicolor,direct match
Avenula_pubescens_87471_TROM_V_651701_BMB_HC,Homalotrichon_pubescens,direct match
Avenella_flexuosa_29672_TROM_V_162336_BXA_AQF,Avenella_flexuosa,direct match
Atropa_bella-donna_33113_PHA001130_BGN_ASB,Atropa_belladonna,direct match
Atocion_rupestre_39910_TROM_V_962015_BMB_PE,Atocion_rupestre,direct match
Athamanta_vestita_109084_PHA001114_BGN_DAF,Athamanta_cretensis,direct match
Astrantia_minor_155272_PHA001104_BGN_DAD,Astrantia_minor,direct match
Astrantia_major_major_52505_PHA001100_BGN_ABD,Astrantia_major,direct match
Astrantia_carniolica_1532289_PHA001098_BGN_IRN,Astrantia_carniolica,direct match
Astrantia_bavarica_393503_PHA001096_BGN_BTC,Astrantia_bavarica,direct match
Astragalus_penduliflorus_158323_PHA001071_BGN_AGS,Astragalus_penduliflorus,direct match
Astragalus_glycyphyllos_83862_TROM_V_965304_BXA_BID,Astragalus_glycyphyllos,direct match
Astragalus_frigidus_339488_PHA001052_BGN_AR,Astragalus_frigidus,direct match
Astragalus_australis_australis_90161_PHA001030_BGN_DQT,Astragalus_australis,direct match
Astragalus_alpinus_20403_PHA001026_BGN_AQ,Astragalus_alpinus,direct match
Aster_bellidiastrum_191233_PHA001002_BGN_CLH,Bellidiastrum_michelii,direct match
Aster_alpinus_669631_PHA000997_BGN_AP,Aster_alpinus,direct match
Asphodelus_macrocarpus_207931_PHA009932_RSZ_RSZAXPI000735-26,Asphodelus_macrocarpus,direct match
Asperula_neilreichii_1532279_PHA000933_BGN_BTB,Asperula_neilreichii,direct match
Asperula_cynanchica_35891_PHA000929_BGN_AFD,Asperula_cynanchica,direct match
Asperula_aristata_1274300_PHA000923_BGN_CVC,Asperula_aristata,direct match
Asarum_europaeum_49456_TROM_V_38283_CDM_AAB,Asarum_europaeum,direct match
Aruncus_dioicus_32220_TROM_V_966002_BXA_BTG,Aruncus_dioicus,direct match
Arum_maculatum_4458_PHA000892_BGN_BER,Arum_maculatum,direct match
Artemisia_genipi_223866_PHA000865_RSZ_RSZAXPI000711-108,Artemisia_genipi,direct match
Arnica_montana_436207_TROM_V_59412_CDM_AAD,Arnica_montana,direct match
Armeria_arenaria_bupleuroides_427337_PHA000829_BGN_CHM,Armeria_alpina,direct match
Arenaria_serpyllifolia_254029_TROM_V_146364_BMB_MK,Arenaria_serpyllifolia,direct match
Arenaria_marschlinsii_1532272_PHA000806_BGN_KLA,Arenaria_marschlinsii,direct match
Arenaria_huteri_1532271_PHA000803_BGN_IRL,Arenaria_huteri,direct match
Arenaria_ciliata_multicaulis_1403275_PHA000797_BGN_FLQ,Arenaria_ciliata,direct match
Arenaria_biflora_1403277_PHA000793_BGN_LQT,Arenaria_biflora,direct match
Aremonia_agrimonoides_57914_PHA000784_BGN_CTF,Aremonia_agrimonoides,direct match
Arctostaphylos_uva-ursi_84009_TROM_V_76920_BXA_BKN,Arctostaphylos_uva-ursi,direct match
Arctostaphylos_alpina_84011_PHA000780_RSZ_RSZAXPI000969-111,Arctostaphylos_alpinus,direct match
Arctium_minus_minus_143172_PHA000773_BGN_CTE,Arctium_minus,direct match
Arabis_vochinensis_586533_PHA000765_BGN_FIG,Arabis_vochinensis,direct match
Arabis_turrita_81982_PHA000762_BGN_BEQ,Pseudoturritis_turrita,direct match
Arabis_subcoriacea_81975_PHA000759_BGN_ASA,Arabis_soyeri,direct match
Arabis_hirsuta_78191_TROM_V_300432_CDM_ALF,Arabis_hirsuta,direct match
Arabis_ciliata_571353_PHA000737_BGN_AFV,Arabis_ciliata,direct match
Arabis_caerulea_586519_PHA000731_BGN_ART,Arabis_caerulea,direct match
Arabis_bellidifolia_stellulata_586531_PHA000728_BGN_FLM,Arabis_stellulata,direct match
Arabis_bellidifolia_bellidifolia_126272_PHA000727_BGN_ING,Arabis_bellidifolia,direct match
Arabis_alpina_alpina_50452_PHA000723_BGN_FIK,Arabis_alpina,direct match
Arabidopsis_halleri_ovirensis_97982_CAR000718_BGN_MVR,Arabidopsis_halleri,direct match
Aquilegia_einseleana_560540_PHA000702_BGN_FLI,Aquilegia_einseleana,direct match
Aposeris_foetida_379615_PHA000691_BGN_IDH,Aposeris_foetida,direct match
Anthyllis_vulneraria_118891_TROM_V_964104_BMB_ML,Anthyllis_vulneraria,direct match
Anthriscus_nitida_109081_PHA000646_BGN_CSS,Anthriscus_nitidus,direct match
Anthoxanthum_odoratum_29661_PHA000638_BGN_AB,Anthoxanthum_odoratum,direct match
Anthoxanthum_alpinum_464093_PHA000637_BGN_Q,Anthoxanthum_alpinum,direct match
Anthericum_ramosum_81729_PHA000635_BGN_CSQ,Anthericum_ramosum,direct match
Anthericum_liliago_51434_PHA000632_BGN_P,Anthericum_liliago,direct match
Anthemis_carpatica_158218_PHA000618_BGN_BSR,Anthemis_carpatica,direct match
Antennaria_dioica_49054_TROM_V_68187_BMB_MM,Antennaria_dioica,direct match
Antennaria_carpatica_49050_PHA000608_BGN_CSN,Antennaria_carpatica,direct match
Angelica_sylvestris_54703_PHA000600_BGN_CHL,Angelica_sylvestris,direct match
Anemone_trifolia_46975_PHA000596_BGN_M,Anemone_trifolia,direct match
